"",,"Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"Employment 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sex","Age group","September 2015","October 2015","November 2015","December 2015","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020"
"",,"Persons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"25 to 54 years","12,006.0","11,969.6","11,944.4","11,871.8","11,751.3","11,742.9","11,768.4","11,855.8","11,986.2","12,016.5","11,861.3","11,858.7","12,003.9","12,005.8","12,006.7","11,967.9","11,919.2","11,913.0","11,956.5","11,994.9","12,149.6","12,202.2","12,033.0","12,042.7","12,159.3","12,163.6","12,152.0","12,134.7","11,994.2","12,030.4","12,044.2","12,141.7","12,216.3","12,278.0","12,145.9","12,132.6","12,325.5","12,335.3","12,370.4","12,339.4","12,232.0","12,264.5","12,225.7","12,317.8","12,464.3","12,480.3","12,320.0","12,328.6","12,561.1","12,501.9","12,445.8","12,443.4","12,317.9","12,344.9","11,882.9","10,826.7","11,105.0","11,719.6","11,746.4","11,883.6","12,261.6"
,"55 years and over","3,674.9","3,719.5","3,681.0","3,684.8","3,639.3","3,686.4","3,678.0","3,680.7","3,767.7","3,776.1","3,706.9","3,728.6","3,857.6","3,858.7","3,811.0","3,793.6","3,759.6","3,803.5","3,776.1","3,809.5","3,860.6","3,904.2","3,846.0","3,898.5","4,007.8","3,997.3","3,997.4","4,015.7","3,943.5","3,954.4","3,950.7","3,964.2","4,030.7","4,048.2","3,974.3","3,948.4","4,064.4","4,078.7","4,088.1","4,088.2","4,037.3","4,061.3","4,084.7","4,128.8","4,171.6","4,204.4","4,114.6","4,144.0","4,240.3","4,275.8","4,212.7","4,207.0","4,161.2","4,174.1","3,968.7","3,618.7","3,755.9","3,888.5","3,892.9","3,940.7","4,091.2"
,"15 to 64 years","17,342.6","17,326.5","17,241.3","17,175.6","16,934.5","16,946.7","16,988.6","17,104.6","17,532.2","17,665.3","17,557.9","17,558.5","17,440.1","17,490.5","17,415.0","17,361.5","17,204.2","17,222.5","17,257.7","17,329.0","17,790.0","17,972.7","17,901.2","17,869.0","17,682.0","17,729.1","17,740.2","17,728.7","17,390.7","17,448.1","17,501.1","17,587.0","17,945.8","18,151.6","18,134.4","18,067.0","17,942.2","17,950.2","17,987.8","17,917.6","17,689.0","17,764.5","17,754.2","17,939.8","18,325.7","18,491.7","18,412.4","18,418.8","18,330.8","18,292.3","18,193.1","18,164.5","17,920.5","18,003.2","17,006.6","15,223.2","15,822.6","16,950.2","17,268.5","17,483.2","17,707.3"
,"15 to 19 years","805.3","808.4","786.4","776.9","757.0","752.9","757.3","741.2","837.6","878.4","979.1","954.3","741.4","756.7","760.2","758.7","739.3","733.1","740.0","750.8","856.0","892.6","1,027.6","978.0","775.4","789.6","793.1","819.7","763.1","762.6","770.4","773.3","867.9","902.2","1,026.6","982.1","788.5","777.3","785.6","798.8","791.7","802.7","783.1","802.7","857.7","912.4","1,055.9","1,038.9","816.8","814.5","791.8","811.1","778.6","790.8","619.1","465.4","564.7","761.8","900.8","915.1","763.0"
,"20 to 24 years","1,582.6","1,596.8","1,581.5","1,581.5","1,514.2","1,514.9","1,523.0","1,546.5","1,667.2","1,739.6","1,754.3","1,754.9","1,609.2","1,635.6","1,601.8","1,612.8","1,538.0","1,543.3","1,545.7","1,541.8","1,708.9","1,770.3","1,792.2","1,756.0","1,582.3","1,611.6","1,624.6","1,590.3","1,530.6","1,526.2","1,552.1","1,538.5","1,670.2","1,750.4","1,787.1","1,775.9","1,575.4","1,580.0","1,576.0","1,541.9","1,508.8","1,533.5","1,571.2","1,603.0","1,744.2","1,795.7","1,793.4","1,806.4","1,630.7","1,646.5","1,653.0","1,634.9","1,580.9","1,607.3","1,385.9","1,100.5","1,206.3","1,407.9","1,529.5","1,550.0","1,448.8"
,"25 to 29 years","1,935.3","1,897.5","1,884.6","1,878.0","1,853.8","1,856.8","1,902.1","1,917.4","1,962.2","1,989.5","1,960.9","1,952.0","1,973.2","1,951.2","1,946.7","1,940.9","1,919.4","1,920.1","1,937.7","1,961.5","2,009.5","2,029.0","2,001.6","2,009.2","2,004.7","2,003.9","2,008.0","2,002.6","1,995.4","2,009.9","2,012.8","2,049.8","2,062.0","2,099.7","2,103.7","2,084.3","2,087.4","2,088.0","2,113.9","2,105.6","2,083.5","2,079.9","2,068.6","2,092.0","2,128.4","2,121.0","2,106.3","2,127.4","2,140.5","2,135.9","2,113.0","2,134.1","2,076.6","2,082.6","1,987.2","1,725.0","1,746.9","1,922.4","1,969.8","2,004.8","2,061.7"
,"30 to 34 years","2,004.0","2,012.0","2,017.1","2,005.5","1,987.5","1,975.2","1,968.5","1,989.7","2,032.6","2,027.0","2,015.4","2,017.3","2,034.3","2,031.4","2,030.3","2,049.3","2,040.0","2,057.7","2,060.4","2,047.5","2,071.1","2,082.3","2,049.5","2,036.0","2,067.2","2,069.7","2,071.4","2,074.4","2,044.6","2,032.7","2,033.1","2,036.8","2,072.3","2,083.2","2,060.4","2,058.8","2,109.6","2,110.1","2,110.3","2,108.5","2,075.4","2,074.8","2,059.5","2,090.9","2,116.6","2,129.9","2,105.7","2,105.1","2,145.5","2,152.4","2,146.7","2,150.4","2,136.3","2,149.1","2,066.8","1,879.3","1,948.9","2,031.2","2,055.4","2,068.6","2,137.1"
,"35 to 39 years","1,955.7","1,957.2","1,927.3","1,918.9","1,911.9","1,895.9","1,874.3","1,916.4","1,918.7","1,944.9","1,935.1","1,962.1","2,021.3","2,035.6","2,038.8","2,018.0","2,023.2","1,990.3","1,983.5","1,976.6","2,017.4","2,035.5","2,004.1","1,991.9","2,016.5","2,027.5","2,039.2","2,019.9","2,015.6","2,037.3","2,056.3","2,068.5","2,066.9","2,077.0","2,044.6","2,052.4","2,075.9","2,070.4","2,096.2","2,098.2","2,103.5","2,132.1","2,090.9","2,081.5","2,115.0","2,115.9","2,087.3","2,083.2","2,132.4","2,133.5","2,149.6","2,156.1","2,132.0","2,155.6","2,113.1","1,890.0","1,923.7","2,018.8","1,988.7","1,992.3","2,066.8"
,"40 to 44 years","1,912.4","1,925.1","1,968.3","1,986.2","1,937.7","1,930.2","1,960.4","1,938.5","1,958.4","1,936.0","1,914.1","1,906.2","1,909.3","1,931.7","1,927.4","1,926.9","1,929.2","1,962.9","1,975.9","1,996.3","1,988.3","1,968.4","1,944.4","1,960.3","1,974.4","1,975.4","1,964.3","1,996.2","1,957.4","1,960.0","1,966.2","1,982.9","2,020.0","2,028.4","2,001.1","2,003.5","2,052.4","2,064.5","2,052.2","2,036.9","2,005.7","2,008.8","2,035.0","2,063.1","2,061.5","2,086.1","2,034.8","2,035.7","2,086.0","2,100.5","2,081.5","2,058.3","2,074.9","2,051.3","1,950.5","1,827.2","1,885.7","2,005.8","2,007.4","2,045.3","2,135.2"
,"45 to 49 years","1,971.9","1,984.4","1,978.8","1,957.5","1,959.3","1,973.0","1,943.8","1,944.1","1,953.1","1,960.0","1,921.5","1,896.5","1,918.8","1,922.6","1,898.7","1,898.2","1,899.1","1,908.0","1,930.0","1,922.5","1,948.2","1,943.8","1,920.1","1,907.3","1,906.1","1,936.0","1,948.4","1,929.0","1,892.5","1,899.1","1,894.0","1,906.5","1,919.7","1,917.5","1,914.5","1,893.6","1,926.3","1,914.2","1,937.5","1,944.0","1,933.5","1,940.3","1,962.7","1,986.6","2,000.5","2,008.3","1,997.1","1,970.6","2,007.2","1,955.6","1,954.7","1,964.8","1,938.3","1,925.6","1,872.7","1,716.9","1,761.5","1,803.9","1,796.1","1,815.7","1,878.2"
,"50 to 54 years","2,226.8","2,193.4","2,168.2","2,125.6","2,101.1","2,111.7","2,119.3","2,149.7","2,161.1","2,159.1","2,114.2","2,124.7","2,147.1","2,133.2","2,164.9","2,134.6","2,108.3","2,073.9","2,068.9","2,090.7","2,115.0","2,143.1","2,113.3","2,138.0","2,190.3","2,151.0","2,120.6","2,112.5","2,088.9","2,091.4","2,081.8","2,097.1","2,075.3","2,072.2","2,021.5","2,039.9","2,073.9","2,088.1","2,060.4","2,046.1","2,030.4","2,028.6","2,009.0","2,003.8","2,042.3","2,019.1","1,988.9","2,006.7","2,049.5","2,023.9","2,000.3","1,979.8","1,959.8","1,980.7","1,892.6","1,788.2","1,838.3","1,937.5","1,929.1","1,956.9","1,982.6"
,"55 to 59 years","1,797.7","1,803.9","1,793.1","1,808.3","1,785.4","1,809.7","1,812.9","1,835.6","1,875.6","1,868.6","1,831.1","1,838.2","1,888.6","1,891.9","1,880.9","1,857.3","1,861.7","1,868.5","1,856.3","1,856.6","1,878.5","1,893.1","1,862.2","1,880.4","1,921.9","1,939.2","1,935.8","1,931.6","1,880.7","1,889.9","1,874.1","1,878.5","1,914.8","1,929.4","1,897.7","1,904.2","1,948.9","1,947.6","1,945.0","1,930.1","1,903.3","1,913.5","1,899.0","1,931.2","1,952.0","1,969.9","1,932.6","1,926.2","1,955.0","1,963.0","1,938.9","1,916.1","1,901.1","1,916.5","1,837.0","1,694.9","1,754.1","1,826.9","1,840.5","1,870.1","1,922.6"
,"60 to 64 years","1,151.0","1,147.9","1,136.0","1,137.1","1,126.5","1,126.3","1,127.1","1,125.5","1,165.6","1,162.2","1,132.0","1,152.2","1,196.9","1,200.5","1,165.5","1,164.8","1,146.0","1,164.6","1,159.3","1,184.9","1,197.1","1,214.6","1,186.2","1,211.9","1,243.2","1,225.2","1,234.7","1,252.5","1,222.1","1,239.0","1,260.3","1,254.9","1,276.6","1,291.6","1,277.0","1,272.2","1,303.7","1,310.0","1,310.8","1,307.4","1,253.2","1,250.3","1,275.2","1,285.1","1,307.5","1,333.3","1,310.5","1,318.7","1,367.4","1,366.3","1,363.5","1,359.0","1,342.0","1,343.7","1,281.7","1,135.6","1,192.6","1,234.0","1,251.4","1,264.4","1,311.4"
,"65 years and over","726.1","767.7","751.9","739.4","727.4","750.4","738.0","719.5","726.5","745.2","743.7","738.1","772.1","766.2","764.7","771.5","751.9","770.4","760.6","768.0","785.0","796.6","797.7","806.2","842.7","832.9","826.9","831.7","840.6","825.6","816.3","830.8","839.3","827.3","799.6","772.1","811.7","821.1","832.3","850.7","880.9","897.5","910.5","912.5","912.2","901.2","871.4","899.1","918.0","946.5","910.3","931.9","918.0","913.9","850.0","788.2","809.2","827.5","801.0","806.2","857.2"
,"65 to 69 years","476.7","501.5","490.0","480.5","471.4","494.2","477.2","465.5","476.1","486.9","473.5","469.5","494.9","502.4","494.4","496.6","481.3","489.2","492.3","499.0","505.8","513.7","509.8","516.7","528.3","517.7","512.8","511.2","512.7","495.9","485.9","494.2","510.6","516.8","500.8","478.6","507.9","515.6","518.5","525.5","538.9","553.1","565.7","572.0","578.8","570.4","550.6","565.0","578.6","591.2","559.3","580.6","572.0","566.9","510.1","459.7","488.1","498.1","481.8","482.9","530.3"
,"70 years and over","249.4","266.2","261.9","258.9","256.0","256.1","260.8","254.0","250.4","258.3","270.2","268.6","277.2","263.8","270.3","274.9","270.6","281.2","268.2","269.0","279.2","282.8","287.9","289.5","314.4","315.2","314.1","320.5","327.9","329.7","330.5","336.6","328.7","310.5","298.8","293.5","303.8","305.5","313.8","325.2","341.9","344.5","344.8","340.5","333.4","330.8","320.8","334.1","339.4","355.2","351.0","351.4","346.1","347.0","339.9","328.5","321.2","329.4","319.3","323.3","326.9"
"Males","15 years and over","9,554.7","9,532.5","9,443.0","9,341.1","9,172.7","9,184.5","9,177.6","9,250.4","9,557.6","9,633.9","9,661.8","9,689.9","9,577.8","9,579.7","9,523.9","9,451.0","9,319.6","9,346.2","9,362.9","9,410.2","9,724.8","9,834.0","9,881.9","9,903.9","9,729.2","9,728.4","9,719.0","9,665.7","9,479.4","9,500.8","9,534.5","9,564.6","9,831.4","9,955.5","9,991.5","9,954.4","9,851.9","9,823.9","9,843.9","9,766.1","9,651.9","9,687.0","9,730.4","9,827.1","10,081.2","10,179.7","10,235.7","10,261.8","10,133.2","10,092.0","9,994.6","9,958.8","9,811.8","9,870.1","9,466.5","8,473.9","8,891.2","9,506.6","9,664.6","9,769.2","9,817.3"
,"15 to 24 years","1,199.4","1,187.2","1,175.4","1,160.1","1,124.3","1,114.4","1,111.4","1,121.7","1,271.2","1,307.7","1,370.6","1,380.8","1,196.1","1,213.0","1,187.2","1,186.2","1,124.6","1,141.1","1,137.9","1,137.1","1,287.3","1,347.5","1,421.4","1,405.4","1,202.8","1,212.3","1,223.8","1,203.7","1,143.9","1,142.4","1,164.2","1,154.1","1,296.8","1,353.9","1,430.3","1,408.1","1,211.8","1,190.6","1,200.4","1,177.6","1,154.3","1,171.1","1,184.6","1,217.5","1,314.7","1,373.1","1,449.0","1,437.6","1,230.1","1,229.4","1,222.3","1,214.5","1,169.4","1,193.3","1,038.4","837.6","950.8","1,137.9","1,228.8","1,246.2","1,128.0"
,"25 years and over","8,355.3","8,345.2","8,267.6","8,181.0","8,048.4","8,070.1","8,066.2","8,128.7","8,286.4","8,326.2","8,291.3","8,309.1","8,381.7","8,366.7","8,336.8","8,264.8","8,194.9","8,205.1","8,225.0","8,273.2","8,437.5","8,486.5","8,460.5","8,498.5","8,526.4","8,516.1","8,495.2","8,462.0","8,335.5","8,358.4","8,370.3","8,410.5","8,534.6","8,601.6","8,561.2","8,546.2","8,640.2","8,633.3","8,643.6","8,588.5","8,497.6","8,515.9","8,545.8","8,609.6","8,766.5","8,806.6","8,786.7","8,824.3","8,903.0","8,862.6","8,772.3","8,744.3","8,642.4","8,676.8","8,428.1","7,636.3","7,940.4","8,368.7","8,435.9","8,523.0","8,689.3"
,"25 to 44 years","4,115.2","4,114.1","4,090.4","4,054.8","3,980.9","3,956.4","3,971.8","4,016.5","4,096.7","4,125.9","4,133.4","4,132.1","4,161.0","4,154.7","4,144.7","4,113.0","4,088.0","4,079.8","4,099.7","4,119.2","4,213.6","4,231.2","4,226.4","4,217.1","4,213.8","4,214.3","4,222.4","4,202.4","4,167.1","4,180.2","4,185.8","4,220.9","4,287.8","4,339.1","4,325.9","4,324.4","4,351.8","4,359.9","4,367.6","4,327.4","4,265.3","4,268.8","4,270.4","4,292.4","4,374.4","4,391.6","4,393.2","4,419.6","4,469.2","4,461.9","4,418.7","4,410.5","4,359.9","4,369.5","4,246.6","3,800.5","3,935.1","4,197.2","4,257.5","4,310.7","4,378.3"
,"45 to 64 years","3,790.2","3,761.7","3,715.3","3,683.8","3,632.1","3,661.4","3,653.1","3,677.1","3,749.8","3,753.9","3,713.7","3,735.7","3,767.6","3,763.8","3,739.0","3,695.8","3,659.2","3,653.7","3,666.4","3,684.2","3,744.7","3,773.6","3,756.3","3,792.3","3,803.1","3,796.5","3,776.7","3,756.1","3,668.2","3,682.8","3,689.4","3,694.4","3,747.8","3,771.3","3,752.9","3,750.7","3,800.8","3,787.8","3,785.2","3,766.0","3,720.7","3,728.4","3,741.0","3,770.0","3,854.9","3,866.1","3,854.8","3,847.8","3,872.5","3,816.8","3,786.1","3,756.3","3,717.5","3,743.7","3,654.0","3,345.0","3,495.9","3,655.1","3,669.8","3,703.0","3,768.5"
,"45 years and over","4,240.2","4,231.1","4,177.2","4,126.2","4,067.5","4,113.8","4,094.4","4,112.2","4,189.7","4,200.4","4,157.9","4,177.0","4,220.7","4,212.0","4,192.1","4,151.8","4,106.9","4,125.3","4,125.2","4,154.0","4,223.9","4,255.4","4,234.1","4,281.4","4,312.6","4,301.8","4,272.8","4,259.5","4,168.4","4,178.2","4,184.5","4,189.6","4,246.7","4,262.5","4,235.3","4,221.8","4,288.3","4,273.4","4,276.0","4,261.1","4,232.4","4,247.1","4,275.4","4,317.2","4,392.1","4,415.0","4,393.5","4,404.6","4,433.9","4,400.8","4,353.6","4,333.8","4,282.5","4,307.3","4,181.5","3,835.8","4,005.3","4,171.4","4,178.4","4,212.3","4,310.9"
,"25 to 54 years","6,297.4","6,287.0","6,240.9","6,164.5","6,067.0","6,056.8","6,068.7","6,126.0","6,219.5","6,256.8","6,239.1","6,244.3","6,272.7","6,272.2","6,261.8","6,201.2","6,152.8","6,126.9","6,166.2","6,191.7","6,318.3","6,351.1","6,341.2","6,345.3","6,331.3","6,333.3","6,339.9","6,302.1","6,227.8","6,235.5","6,219.6","6,270.8","6,343.9","6,389.8","6,366.7","6,362.8","6,414.3","6,417.9","6,426.7","6,373.4","6,294.5","6,300.1","6,309.8","6,344.6","6,466.5","6,479.6","6,481.1","6,501.4","6,557.5","6,511.9","6,455.9","6,434.3","6,355.2","6,380.1","6,218.9","5,627.0","5,813.4","6,171.6","6,228.8","6,299.3","6,392.2"
,"55 years and over","2,057.9","2,058.2","2,026.8","2,016.5","1,981.4","2,013.3","1,997.5","2,002.6","2,066.9","2,069.5","2,052.2","2,064.8","2,109.0","2,094.5","2,075.0","2,063.6","2,042.2","2,078.3","2,058.8","2,081.4","2,119.2","2,135.5","2,119.4","2,153.3","2,195.1","2,182.8","2,155.3","2,159.8","2,107.7","2,122.9","2,150.7","2,139.8","2,190.7","2,211.9","2,194.5","2,183.4","2,225.9","2,215.5","2,216.9","2,215.2","2,203.1","2,215.8","2,236.0","2,265.0","2,300.0","2,327.1","2,305.6","2,322.9","2,345.6","2,350.7","2,316.4","2,310.0","2,287.2","2,296.8","2,209.2","2,009.3","2,127.0","2,197.0","2,207.0","2,223.7","2,297.1"
,"15 to 64 years","9,104.7","9,063.1","8,981.1","8,898.7","8,737.4","8,732.2","8,736.2","8,815.2","9,117.7","9,187.5","9,217.7","9,248.6","9,124.7","9,131.4","9,070.9","8,995.1","8,871.8","8,874.6","8,904.0","8,940.4","9,245.5","9,352.3","9,404.2","9,414.9","9,219.7","9,223.2","9,222.9","9,162.2","8,979.3","9,005.5","9,039.4","9,069.3","9,332.5","9,464.3","9,509.0","9,483.3","9,364.4","9,338.3","9,353.1","9,271.0","9,140.2","9,168.3","9,196.0","9,279.9","9,544.0","9,630.8","9,697.0","9,705.0","9,571.8","9,508.0","9,427.1","9,381.3","9,246.8","9,306.5","8,939.0","7,983.1","8,381.7","8,990.2","9,156.1","9,260.0","9,274.8"
,"15 to 19 years","390.5","385.6","375.3","369.9","363.2","360.7","352.2","347.5","414.0","426.3","481.4","471.6","363.7","376.5","367.9","364.9","353.6","359.8","359.3","371.0","416.1","445.1","513.6","500.8","377.2","371.3","381.0","399.7","372.8","367.7","376.9","374.8","430.8","445.0","510.4","499.4","402.6","383.3","389.7","395.1","402.5","401.2","388.3","390.2","414.1","448.3","523.1","529.7","395.0","396.5","389.5","394.3","372.9","380.3","309.0","247.4","300.1","386.8","438.7","449.8","372.6"
,"20 to 24 years","808.9","801.6","800.2","790.2","761.1","753.7","759.1","774.2","857.2","881.4","889.2","909.1","832.4","836.5","819.3","821.4","771.0","781.3","778.6","766.1","871.2","902.4","907.8","904.5","825.6","841.0","842.8","804.0","771.1","774.7","787.3","779.2","866.0","908.8","919.9","908.7","809.2","807.3","810.7","782.5","751.7","769.9","796.3","827.3","900.6","924.8","925.9","907.9","835.1","833.0","832.8","820.1","796.4","813.0","729.3","590.2","650.7","751.1","790.1","796.4","755.4"
,"25 to 29 years","1,016.8","1,008.9","989.0","968.8","950.6","935.7","952.0","967.9","1,003.6","1,018.7","1,018.2","1,011.4","1,015.4","997.0","995.9","981.6","968.0","963.0","978.0","1,002.9","1,036.9","1,047.4","1,039.8","1,043.2","1,033.2","1,035.7","1,038.6","1,028.2","1,028.5","1,022.0","1,017.6","1,043.1","1,063.6","1,087.9","1,084.2","1,076.4","1,080.1","1,081.6","1,088.8","1,077.8","1,060.7","1,053.8","1,056.9","1,060.6","1,086.7","1,079.3","1,077.8","1,105.4","1,111.1","1,099.0","1,083.9","1,078.8","1,052.8","1,058.1","1,029.4","885.4","897.1","1,000.9","1,025.9","1,042.7","1,048.6"
,"30 to 34 years","1,068.0","1,061.9","1,058.9","1,057.0","1,035.0","1,030.2","1,023.6","1,037.4","1,061.0","1,070.2","1,072.4","1,068.4","1,077.4","1,061.5","1,064.8","1,071.7","1,056.9","1,065.2","1,067.6","1,061.5","1,088.9","1,090.2","1,089.8","1,080.9","1,087.9","1,085.7","1,085.6","1,082.9","1,069.8","1,069.1","1,066.7","1,068.3","1,088.3","1,100.9","1,094.0","1,093.7","1,101.4","1,111.7","1,107.4","1,104.0","1,080.3","1,077.8","1,075.0","1,090.0","1,110.0","1,117.2","1,126.3","1,131.1","1,144.8","1,148.2","1,136.2","1,138.3","1,121.3","1,128.1","1,087.4","981.4","1,023.7","1,071.2","1,086.1","1,105.1","1,124.3"
,"35 to 39 years","1,014.7","1,023.6","1,007.5","995.7","979.1","973.8","963.0","993.4","1,011.0","1,028.8","1,029.0","1,048.0","1,058.6","1,078.7","1,069.1","1,049.6","1,051.3","1,032.0","1,028.9","1,020.5","1,061.4","1,067.9","1,062.1","1,059.6","1,077.2","1,085.4","1,091.0","1,078.0","1,079.8","1,083.8","1,089.4","1,088.8","1,092.5","1,097.7","1,087.2","1,092.8","1,101.0","1,105.1","1,128.9","1,116.4","1,117.9","1,132.9","1,102.4","1,097.4","1,122.6","1,128.2","1,119.6","1,115.1","1,134.1","1,129.8","1,127.9","1,128.2","1,110.4","1,127.0","1,111.5","982.1","1,017.0","1,067.1","1,060.5","1,075.3","1,101.1"
